trainCode,stationCode,expectedArrivalTime,actualArrivalTime,expectedDepartureTime,actualDepartureTime
11058,ANDI  PF 1*,19:24 26-Feb,19:24 26-Feb*,19:26 26-Feb,19:26 26-Feb*
11058,SZM  PF 2*,19:50 26-Feb,19:50 26-Feb*,19:52 26-Feb,19:52 26-Feb*
11058,NDLS  PF 7*,20:25 26-Feb,20:25 26-Feb*,20:40 26-Feb,20:40 26-Feb*
11058,NZM  PF 4*,20:51 26-Feb,20:51 26-Feb*,20:53 26-Feb,20:53 26-Feb*
11058,FDB  PF 3*,21:12 26-Feb,21:12 26-Feb*,21:14 26-Feb,21:14 26-Feb*
11058,BVH  PF 5*,21:23 26-Feb,21:23 26-Feb*,21:25 26-Feb,21:25 26-Feb*
11058,PWL  PF 5*,21:53 26-Feb,21:53 26-Feb*,21:55 26-Feb,21:55 26-Feb*
11058,KSV  PF 4*,22:28 26-Feb,22:28 26-Feb*,22:30 26-Feb,22:30 26-Feb*
11058,MTJ  PF 6*,23:00 26-Feb,23:00 26-Feb*,23:05 26-Feb,23:05 26-Feb*
11058,AGC  PF 1*,23:50 26-Feb,23:50 26-Feb*,23:55 26-Feb,23:55 26-Feb*
11058,DHO,00:48 27-Feb,00:48 27-Feb*,00:50 27-Feb,00:50 27-Feb*
11058,MRA  PF 1*,01:23 27-Feb,01:23 27-Feb*,01:25 27-Feb,01:25 27-Feb*
11058,GWL  PF 1*,01:55 27-Feb,01:55 27-Feb*,01:57 27-Feb,01:57 27-Feb*
11058,DBA  PF 3*,02:36 27-Feb,02:36 27-Feb*,02:38 27-Feb,02:38 27-Feb*
11058,DAA  PF 4*,03:10 27-Feb,03:10 27-Feb*,03:12 27-Feb,03:12 27-Feb*
11058,VGLB  PF 3*,04:05 27-Feb,04:05 27-Feb*,04:13 27-Feb,04:13 27-Feb*
11058,BAB,04:50 27-Feb,04:50 27-Feb*,04:52 27-Feb,04:52 27-Feb*
11058,TBT  PF 4*,05:24 27-Feb,05:24 27-Feb*,05:26 27-Feb,05:26 27-Feb*
11058,LAR  PF 2*,05:56 27-Feb,05:56 27-Feb*,05:58 27-Feb,05:58 27-Feb*
11058,DUA,06:19 27-Feb,06:19 27-Feb*,06:20 27-Feb,06:20 27-Feb*
11058,BINA,07:05 27-Feb,07:05 27-Feb*,07:10 27-Feb,07:10 27-Feb*
11058,MABA,07:28 27-Feb,07:28 27-Feb*,07:30 27-Feb,07:30 27-Feb*
11058,BAQ,07:50 27-Feb,07:50 27-Feb*,07:52 27-Feb,07:52 27-Feb*
11058,GLG,08:08 27-Feb,08:08 27-Feb*,08:10 27-Feb,08:10 27-Feb*
11058,BHS,08:29 27-Feb,08:29 27-Feb*,08:31 27-Feb,08:31 27-Feb*
11058,BPL,09:20 27-Feb,09:20 27-Feb*,09:25 27-Feb,09:25 27-Feb*
11058,RKMP,09:37 27-Feb,09:37 27-Feb*,09:39 27-Feb,09:39 27-Feb*
11058,MDDP,09:53 27-Feb,09:53 27-Feb*,09:55 27-Feb,09:55 27-Feb*
11058,ODG,10:08 27-Feb,10:08 27-Feb*,10:10 27-Feb,10:10 27-Feb*
11058,BNI,10:41 27-Feb,10:41 27-Feb*,10:42 27-Feb,10:42 27-Feb*
11058,NDPM,10:52 27-Feb,10:52 27-Feb*,10:54 27-Feb,10:54 27-Feb*
11058,ET,11:15 27-Feb,11:15 27-Feb*,11:25 27-Feb,11:25 27-Feb*
11058,BPF,11:53 27-Feb,11:53 27-Feb*,11:55 27-Feb,11:55 27-Feb*
11058,TBN,12:16 27-Feb,12:16 27-Feb*,12:18 27-Feb,12:18 27-Feb*
11058,HD,12:28 27-Feb,12:28 27-Feb*,12:30 27-Feb,12:30 27-Feb*
11058,KKN,12:55 27-Feb,12:55 27-Feb*,12:57 27-Feb,12:57 27-Feb*
11058,CAER,13:18 27-Feb,13:18 27-Feb*,13:20 27-Feb,13:20 27-Feb*
11058,TLV,13:43 27-Feb,13:43 27-Feb*,13:45 27-Feb,13:45 27-Feb*
11058,KNW  PF 1*,14:23 27-Feb,14:23 27-Feb*,14:25 27-Feb,14:25 27-Feb*
11058,NPNR  PF 2*,14:58 27-Feb,14:58 27-Feb*,15:00 27-Feb,15:00 27-Feb*
11058,BAU  PF 1*,15:23 27-Feb,15:23 27-Feb*,15:25 27-Feb,15:25 27-Feb*
11058,RV  PF 2*,15:41 27-Feb,15:41 27-Feb*,15:43 27-Feb,15:43 27-Feb*
11058,SAV  PF 2*,15:59 27-Feb,15:59 27-Feb*,16:00 27-Feb,16:00 27-Feb*
11058,BSL  PF 4*,16:35 27-Feb,16:35 27-Feb*,16:40 27-Feb,16:40 27-Feb*
11058,JL  PF 2*,17:08 27-Feb,17:08 27-Feb*,17:10 27-Feb,17:10 27-Feb*
11058,PC  PF 1*,17:42 27-Feb,17:42 27-Feb*,17:44 27-Feb,17:44 27-Feb*
11058,CSN  PF 3*,18:18 27-Feb,18:18 27-Feb*,18:20 27-Feb,18:20 27-Feb*
11058,MMR  PF 3*,19:18 27-Feb,19:18 27-Feb*,19:20 27-Feb,19:20 27-Feb*
11058,NK  PF 3*,20:17 27-Feb,20:17 27-Feb*,20:20 27-Feb,20:20 27-Feb*
11058,KYN  PF 4*,22:47 27-Feb,22:47 27-Feb*,22:50 27-Feb,22:50 27-Feb*
11058,TNA  PF 6*,23:12 27-Feb,23:12 27-Feb*,23:15 27-Feb,23:15 27-Feb*
11058,DR  PF 6*,23:37 27-Feb,23:37 27-Feb*,23:40 27-Feb,23:40 27-Feb*
11058,CSMT  PF 14*,00:05 28-Feb,00:05 28-Feb*,DSTN,DSTN
11058,ASR,SRC,SRC,08:50 27-Feb,08:50 27-Feb*
11058,JNL,09:04 27-Feb,09:04 27-Feb*,09:06 27-Feb,09:06 27-Feb*
11058,BEAS,09:23 27-Feb,09:23 27-Feb*,09:25 27-Feb,09:25 27-Feb*
11058,KRE,09:42 27-Feb,09:42 27-Feb*,09:44 27-Feb,09:44 27-Feb*
11058,JUC,10:08 27-Feb,10:08 27-Feb*,10:15 27-Feb,10:15 27-Feb*
11058,JRC,10:24 27-Feb,10:24 27-Feb*,10:26 27-Feb,10:26 27-Feb*
11058,PGW  PF 1*,10:38 27-Feb,10:38 27-Feb*,10:40 27-Feb,10:40 27-Feb*
11058,PHR,10:58 27-Feb,10:58 27-Feb*,11:00 27-Feb,11:00 27-Feb*
11058,LDH  PF 5*,11:30 27-Feb,11:30 27-Feb*,11:45 27-Feb,11:45 27-Feb*
11058,AHH,12:21 27-Feb,12:21 27-Feb*,12:23 27-Feb,12:23 27-Feb*
11058,MET,12:40 27-Feb,12:40 27-Feb*,12:45 27-Feb,12:45 27-Feb*
11058,DUI,13:25 27-Feb,13:25 27-Feb*,13:45 27-Feb,13:45 27-Feb*
11058,NBA,14:06 27-Feb,14:06 27-Feb*,14:08 27-Feb,14:08 27-Feb*
11058,PTA,14:40 27-Feb,14:40 27-Feb*,14:45 27-Feb,14:45 27-Feb*
11058,RPJ,15:22 27-Feb,15:22 27-Feb*,15:25 27-Feb,15:25 27-Feb*
11058,UBC,15:48 27-Feb,15:48 27-Feb*,15:50 27-Feb,15:50 27-Feb*
11058,UMB  PF 1*,16:10 27-Feb,16:10 27-Feb*,16:23 27-Feb,16:23 27-Feb*
11058,SHDM  PF 1*,16:37 27-Feb,16:37 27-Feb*,16:39 27-Feb,16:39 27-Feb*
11058,KKDE  PF 2*,16:55 27-Feb,16:55 27-Feb*,16:57 27-Feb,16:57 27-Feb*
11058,NLKR  PF 1*,17:10 27-Feb,17:10 27-Feb*,17:12 27-Feb,17:12 27-Feb*
11058,TRR  PF 2*,17:18 27-Feb,17:18 27-Feb*,17:20 27-Feb,17:20 27-Feb*
11058,KUN  PF 3*,17:30 27-Feb,17:30 27-Feb*,17:32 27-Feb,17:32 27-Feb*
11058,GRA  PF 1*,17:46 27-Feb,17:46 27-Feb*,17:48 27-Feb,17:48 27-Feb*
11058,PNP  PF 2*,18:01 27-Feb,18:01 27-Feb*,18:03 27-Feb,18:03 27-Feb*
11058,SMK  PF 1*,18:17 27-Feb,18:17 27-Feb*,18:19 27-Feb,18:19 27-Feb*
11058,GNU  PF 1*,18:30 27-Feb,18:30 27-Feb*,18:32 27-Feb,18:32 27-Feb*
11058,SNP  PF 1*,18:45 27-Feb,18:45 27-Feb*,18:47 27-Feb,18:47 27-Feb*
11058,RDDE  PF 1*,18:56 27-Feb,18:56 27-Feb*,18:58 27-Feb,18:58 27-Feb*
11058,NUR  PF 1*,19:09 27-Feb,19:09 27-Feb*,19:11 27-Feb,19:11 27-Feb*
11058,ANDI  PF 1*,19:24 27-Feb,19:24 27-Feb*,19:26 27-Feb,19:26 27-Feb*
11058,SZM  PF 2*,19:50 27-Feb,19:50 27-Feb*,19:52 27-Feb,19:52 27-Feb*
11058,NDLS  PF 7*,20:25 27-Feb,20:25 27-Feb*,20:40 27-Feb,20:40 27-Feb*
11058,NZM  PF 4*,20:51 27-Feb,20:51 27-Feb*,20:53 27-Feb,20:53 27-Feb*
11058,FDB  PF 3*,21:12 27-Feb,21:12 27-Feb*,21:14 27-Feb,21:14 27-Feb*
11058,BVH  PF 5*,21:23 27-Feb,21:23 27-Feb*,21:25 27-Feb,21:25 27-Feb*
11058,PWL  PF 5*,21:53 27-Feb,21:53 27-Feb*,21:55 27-Feb,21:55 27-Feb*
11058,KSV  PF 4*,22:28 27-Feb,22:28 27-Feb*,22:30 27-Feb,22:30 27-Feb*
11058,MTJ  PF 6*,23:00 27-Feb,23:00 27-Feb*,23:05 27-Feb,23:05 27-Feb*
11058,AGC  PF 1*,23:50 27-Feb,23:50 27-Feb*,23:55 27-Feb,23:55 27-Feb*
11058,DHO,00:48 28-Feb,00:48 28-Feb*,00:50 28-Feb,00:50 28-Feb*
11058,MRA  PF 1*,01:23 28-Feb,01:23 28-Feb*,01:25 28-Feb,01:25 28-Feb*
11058,GWL  PF 1*,01:55 28-Feb,01:55 28-Feb*,01:57 28-Feb,01:57 28-Feb*
11058,DBA  PF 3*,02:36 28-Feb,02:36 28-Feb*,02:38 28-Feb,02:38 28-Feb*
11058,DAA  PF 4*,03:10 28-Feb,03:10 28-Feb*,03:12 28-Feb,03:12 28-Feb*
11058,VGLB  PF 3*,04:05 28-Feb,04:05 28-Feb*,04:13 28-Feb,04:13 28-Feb*
11058,BAB,04:50 28-Feb,04:50 28-Feb*,04:52 28-Feb,04:52 28-Feb*
11058,TBT  PF 4*,05:24 28-Feb,05:24 28-Feb*,05:26 28-Feb,05:26 28-Feb*
11058,LAR  PF 2*,05:56 28-Feb,05:56 28-Feb*,05:58 28-Feb,05:58 28-Feb*
11058,DUA,06:19 28-Feb,06:19 28-Feb*,06:20 28-Feb,06:20 28-Feb*
11058,BINA,07:05 28-Feb,07:05 28-Feb*,07:10 28-Feb,07:10 28-Feb*
11058,MABA,07:28 28-Feb,07:28 28-Feb*,07:30 28-Feb,07:30 28-Feb*
11058,BAQ,07:50 28-Feb,07:50 28-Feb*,07:52 28-Feb,07:52 28-Feb*
11058,GLG,08:08 28-Feb,08:08 28-Feb*,08:10 28-Feb,08:10 28-Feb*
11058,BHS,08:29 28-Feb,08:29 28-Feb*,08:31 28-Feb,08:31 28-Feb*
11058,BPL,09:20 28-Feb,09:20 28-Feb*,09:25 28-Feb,09:25 28-Feb*
11058,RKMP,09:37 28-Feb,09:37 28-Feb*,09:39 28-Feb,09:39 28-Feb*
11058,MDDP,09:53 28-Feb,09:53 28-Feb*,09:55 28-Feb,09:55 28-Feb*
11058,ODG,10:08 28-Feb,10:08 28-Feb*,10:10 28-Feb,10:10 28-Feb*
11058,BNI,10:41 28-Feb,10:41 28-Feb*,10:42 28-Feb,10:42 28-Feb*
11058,NDPM,10:52 28-Feb,10:52 28-Feb*,10:54 28-Feb,10:54 28-Feb*
11058,ET,11:15 28-Feb,11:15 28-Feb*,11:25 28-Feb,11:25 28-Feb*
11058,BPF,11:53 28-Feb,11:53 28-Feb*,11:55 28-Feb,11:55 28-Feb*
11058,TBN,12:16 28-Feb,12:16 28-Feb*,12:18 28-Feb,12:18 28-Feb*
11058,HD,12:28 28-Feb,12:28 28-Feb*,12:30 28-Feb,12:30 28-Feb*
11058,KKN,12:55 28-Feb,12:55 28-Feb*,12:57 28-Feb,12:57 28-Feb*
11058,CAER,13:18 28-Feb,13:18 28-Feb*,13:20 28-Feb,13:20 28-Feb*
11058,TLV,13:43 28-Feb,13:43 28-Feb*,13:45 28-Feb,13:45 28-Feb*
11058,KNW  PF 1*,14:23 28-Feb,14:23 28-Feb*,14:25 28-Feb,14:25 28-Feb*
11058,NPNR  PF 2*,14:58 28-Feb,14:58 28-Feb*,15:00 28-Feb,15:00 28-Feb*
11058,BAU  PF 1*,15:23 28-Feb,15:23 28-Feb*,15:25 28-Feb,15:25 28-Feb*
11058,RV  PF 2*,15:41 28-Feb,15:41 28-Feb*,15:43 28-Feb,15:43 28-Feb*
11058,SAV  PF 2*,15:59 28-Feb,15:59 28-Feb*,16:00 28-Feb,16:00 28-Feb*
11058,BSL  PF 4*,16:35 28-Feb,16:35 28-Feb*,16:40 28-Feb,16:40 28-Feb*
11058,JL  PF 2*,17:08 28-Feb,17:08 28-Feb*,17:10 28-Feb,17:10 28-Feb*
11058,PC  PF 1*,17:42 28-Feb,17:42 28-Feb*,17:44 28-Feb,17:44 28-Feb*
11058,CSN  PF 3*,18:18 28-Feb,18:18 28-Feb*,18:20 28-Feb,18:20 28-Feb*
11058,MMR  PF 3*,19:18 28-Feb,19:18 28-Feb*,19:20 28-Feb,19:20 28-Feb*
11058,NK  PF 3*,20:17 28-Feb,20:17 28-Feb*,20:20 28-Feb,20:20 28-Feb*
11058,KYN  PF 4*,22:47 28-Feb,22:47 28-Feb*,22:50 28-Feb,22:50 28-Feb*
11058,TNA  PF 6*,23:12 28-Feb,23:12 28-Feb*,23:15 28-Feb,23:15 28-Feb*
11058,DR  PF 6*,23:37 28-Feb,23:37 28-Feb*,23:40 28-Feb,23:40 28-Feb*
11058,CSMT  PF 14*,00:05 01-Mar,00:05 01-Mar*,DSTN,DSTN
trainCode,stationCode,expectedArrivalTime,actualArrivalTime,expectedDepartureTime,actualDepartureTime
11057,CSMT,SRC,SRC,23:30 23-Feb,23:31 23-Feb
11057,DR,23:37 23-Feb,23:46 23-Feb,23:40 23-Feb,23:49 23-Feb
11057,TNA,00:02 24-Feb,00:12 24-Feb,00:05 24-Feb,00:15 24-Feb
11057,KYN,00:32 24-Feb,00:35 24-Feb,00:35 24-Feb,00:43 24-Feb
11057,KSRA,01:28 24-Feb,01:44 24-Feb,01:31 24-Feb,01:53 24-Feb
11057,NK,03:05 24-Feb,03:02 24-Feb,03:10 24-Feb,03:12 24-Feb
11057,MMR,04:07 24-Feb,04:28 24-Feb,04:10 24-Feb,04:30 24-Feb
11057,CSN,05:03 24-Feb,05:36 24-Feb,05:05 24-Feb,05:38 24-Feb
11057,PC,05:33 24-Feb,06:11 24-Feb,05:35 24-Feb,06:13 24-Feb
11057,JL,06:18 24-Feb,06:50 24-Feb,06:20 24-Feb,06:55 24-Feb
11057,BSL,06:50 24-Feb,07:21 24-Feb,06:55 24-Feb,07:30 24-Feb
11057,SAV,07:14 24-Feb,07:53 24-Feb,07:15 24-Feb,07:55 24-Feb
11057,RV,07:29 24-Feb,08:13 24-Feb,07:30 24-Feb,08:15 24-Feb
11057,BAU,07:48 24-Feb,08:31 24-Feb,07:50 24-Feb,08:34 24-Feb
11057,NPNR,08:13 24-Feb,08:53 24-Feb,08:15 24-Feb,08:56 24-Feb
11057,KNW,09:20 24-Feb,09:30 24-Feb,09:25 24-Feb,**UA**
11057,TLV,09:41 24-Feb,09:52 24-Feb,09:43 24-Feb,09:54 24-Feb
11057,CAER,10:09 24-Feb,10:16 24-Feb,10:11 24-Feb,10:18 24-Feb
11057,KKN,10:44 24-Feb,10:45 24-Feb,10:46 24-Feb,10:58 24-Feb
11057,HD,11:13 24-Feb,11:24 24-Feb,11:15 24-Feb,11:26 24-Feb
11057,TBN,11:27 24-Feb,11:39 24-Feb,11:29 24-Feb,11:40 24-Feb
11057,BPF,11:51 24-Feb,12:02 24-Feb,11:53 24-Feb,12:04 24-Feb
11057,ET,12:40 24-Feb,12:37 24-Feb,12:50 24-Feb,12:51 24-Feb
11057,NDPM,13:08 24-Feb,13:12 24-Feb,13:10 24-Feb,13:14 24-Feb
11057,BNI,13:22 24-Feb,13:26 24-Feb,13:23 24-Feb,13:43 24-Feb
11057,ODG,14:11 24-Feb,14:30 24-Feb,14:13 24-Feb,14:32 24-Feb
11057,MDDP,14:25 24-Feb,14:44 24-Feb,14:27 24-Feb,14:47 24-Feb
11057,RKMP,15:03 24-Feb,15:09 24-Feb,15:05 24-Feb,15:11 24-Feb
11057,BPL,15:30 24-Feb,15:42 24-Feb,15:35 24-Feb,15:48 24-Feb
11057,BHS,16:13 24-Feb,16:30 24-Feb,16:15 24-Feb,16:32 24-Feb
11057,GLG,16:33 24-Feb,16:50 24-Feb,16:35 24-Feb,16:52 24-Feb
11057,BAQ,16:50 24-Feb,17:13 24-Feb,16:52 24-Feb,17:16 24-Feb
11057,MABA,17:22 24-Feb,17:37 24-Feb,17:24 24-Feb,17:40 24-Feb
11057,BINA,17:50 24-Feb,17:59 24-Feb,17:55 24-Feb,18:00 24-Feb
11057,DUA,18:22 24-Feb,19:12 24-Feb,18:23 24-Feb,19:14 24-Feb
11057,LAR,18:44 24-Feb,20:03 24-Feb,18:46 24-Feb,20:05 24-Feb
11057,TBT,19:14 24-Feb,20:45 24-Feb,19:16 24-Feb,20:48 24-Feb
11057,BAB,19:36 24-Feb,21:18 24-Feb,19:38 24-Feb,21:20 24-Feb
11057,VGLB,20:20 24-Feb,21:53 24-Feb,20:28 24-Feb,22:00 24-Feb
11057,DAA,20:52 24-Feb,22:21 24-Feb,20:54 24-Feb,22:23 24-Feb
11057,DBA,21:16 24-Feb,22:44 24-Feb,21:18 24-Feb,22:46 24-Feb
11057,GWL,21:54 24-Feb,23:19 24-Feb,21:56 24-Feb,23:22 24-Feb
11057,MRA,22:28 24-Feb,23:56 24-Feb,22:30 24-Feb,23:58 24-Feb
11057,DHO,23:13 24-Feb,00:36 25-Feb,23:15 24-Feb,00:38 25-Feb
11057,AGC,23:50 24-Feb,01:22 25-Feb,23:55 24-Feb,01:29 25-Feb
11057,MTJ,00:55 25-Feb,02:49 25-Feb,01:00 25-Feb,02:53 25-Feb
11057,KSV,01:30 25-Feb,03:23 25-Feb,01:32 25-Feb,03:29 25-Feb
11057,PWL,02:30 25-Feb,04:14 25-Feb,02:32 25-Feb,04:15 25-Feb
11057,FDB,02:54 25-Feb,04:49 25-Feb,02:56 25-Feb,04:51 25-Feb
11057,NZM,03:14 25-Feb,05:30 25-Feb,03:16 25-Feb,05:35 25-Feb
11057,NDLS,03:40 25-Feb,06:11 25-Feb,03:55 25-Feb,06:31 25-Feb
11057,SZM,04:08 25-Feb,06:50 25-Feb,04:10 25-Feb,06:52 25-Feb
11057,NUR,04:28 25-Feb,07:19 25-Feb,04:30 25-Feb,07:38 25-Feb
11057,SNP,04:44 25-Feb,08:11 25-Feb,04:46 25-Feb,08:12 25-Feb
11057,GNU,04:57 25-Feb,08:41 25-Feb,04:59 25-Feb,08:43 25-Feb
11057,SMK,05:12 25-Feb,08:53 25-Feb,05:14 25-Feb,08:54 25-Feb
11057,PNP,05:26 25-Feb,09:13 25-Feb,05:28 25-Feb,09:16 25-Feb
11057,KUN,05:52 25-Feb,09:37 25-Feb,05:54 25-Feb,09:39 25-Feb
11057,NLKR,06:05 25-Feb,09:52 25-Feb,06:07 25-Feb,09:54 25-Feb
11057,KKDE,06:21 25-Feb,10:10 25-Feb,06:23 25-Feb,10:12 25-Feb
11057,SHDM,06:41 25-Feb,10:33 25-Feb,06:43 25-Feb,10:47 25-Feb
11057,UMB,07:45 25-Feb,11:14 25-Feb,07:58 25-Feb,11:27 25-Feb
11057,UBC,08:09 25-Feb,11:41 25-Feb,08:11 25-Feb,11:43 25-Feb
11057,RPJ,08:38 25-Feb,12:04 25-Feb,08:40 25-Feb,12:06 25-Feb
11057,PTA,09:05 25-Feb,12:34 25-Feb,09:10 25-Feb,12:50 25-Feb
11057,NBA,09:39 25-Feb,13:20 25-Feb,09:41 25-Feb,13:22 25-Feb
11057,DUI,10:22 25-Feb,13:53 25-Feb,10:40 25-Feb,13:57 25-Feb
11057,MET,10:58 25-Feb,14:30 25-Feb,11:00 25-Feb,14:32 25-Feb
11057,AHH,11:31 25-Feb,14:48 25-Feb,11:33 25-Feb,14:53 25-Feb
11057,LDH,12:45 25-Feb,15:23 25-Feb,12:55 25-Feb,15:31 25-Feb
11057,PHR,13:09 25-Feb,15:48 25-Feb,13:11 25-Feb,15:50 25-Feb
11057,PGW,13:43 25-Feb,16:13 25-Feb,13:45 25-Feb,16:15 25-Feb
11057,JRC,14:02 25-Feb,16:30 25-Feb,14:04 25-Feb,16:32 25-Feb
11057,JUC,14:15 25-Feb,16:42 25-Feb,14:20 25-Feb,16:47 25-Feb
11057,BEAS,14:51 25-Feb,17:19 25-Feb,14:53 25-Feb,17:23 25-Feb
11057,JNL,15:35 25-Feb,17:50 25-Feb,15:37 25-Feb,17:51 25-Feb
11057,ASR,16:15 25-Feb,18:13 25-Feb,DSTN,DSTN
11057,CSMT,SRC,SRC,23:30 24-Feb,23:30 24-Feb
11057,DR,23:37 24-Feb,23:46 24-Feb,23:40 24-Feb,23:49 24-Feb
11057,TNA,00:02 25-Feb,00:10 25-Feb,00:05 25-Feb,00:13 25-Feb
11057,KYN,00:32 25-Feb,00:38 25-Feb,00:35 25-Feb,00:45 25-Feb
11057,KSRA,01:28 25-Feb,01:49 25-Feb,01:31 25-Feb,01:56 25-Feb
11057,NK,03:05 25-Feb,03:06 25-Feb,03:10 25-Feb,03:11 25-Feb
11057,MMR,04:07 25-Feb,04:11 25-Feb,04:10 25-Feb,04:14 25-Feb
11057,CSN,05:03 25-Feb,05:04 25-Feb,05:05 25-Feb,05:07 25-Feb
11057,PC,05:33 25-Feb,05:44 25-Feb,05:35 25-Feb,05:46 25-Feb
11057,JL,06:18 25-Feb,06:23 25-Feb,06:20 25-Feb,06:28 25-Feb
11057,BSL,06:50 25-Feb,06:49 25-Feb,06:55 25-Feb,07:00 25-Feb
11057,SAV,07:14 25-Feb,07:21 25-Feb,07:15 25-Feb,07:23 25-Feb
11057,RV,07:29 25-Feb,07:39 25-Feb,07:30 25-Feb,07:41 25-Feb
11057,BAU,07:48 25-Feb,07:57 25-Feb,07:50 25-Feb,07:59 25-Feb
11057,NPNR,08:13 25-Feb,08:19 25-Feb,08:15 25-Feb,08:21 25-Feb
11057,KNW,09:20 25-Feb,08:55 25-Feb,09:25 25-Feb,09:26 25-Feb
11057,TLV,09:41 25-Feb,09:47 25-Feb,09:43 25-Feb,09:49 25-Feb
11057,CAER,10:09 25-Feb,10:16 25-Feb,10:11 25-Feb,10:32 25-Feb
11057,KKN,10:44 25-Feb,11:02 25-Feb,10:46 25-Feb,11:05 25-Feb
11057,HD,11:13 25-Feb,11:29 25-Feb,11:15 25-Feb,11:31 25-Feb
11057,TBN,11:27 25-Feb,11:44 25-Feb,11:29 25-Feb,11:46 25-Feb
11057,BPF,11:51 25-Feb,12:07 25-Feb,11:53 25-Feb,12:10 25-Feb
11057,ET,12:40 25-Feb,12:40 25-Feb,12:50 25-Feb,12:50 25-Feb
11057,NDPM,13:08 25-Feb,13:10 25-Feb,13:10 25-Feb,13:12 25-Feb
11057,BNI,13:22 25-Feb,13:20 25-Feb,13:23 25-Feb,13:55 25-Feb
11057,ODG,14:11 25-Feb,14:40 25-Feb,14:13 25-Feb,14:46 25-Feb
11057,MDDP,14:25 25-Feb,15:00 25-Feb,14:27 25-Feb,15:02 25-Feb
11057,RKMP,15:03 25-Feb,15:30 25-Feb,15:05 25-Feb,15:40 25-Feb
11057,BPL,15:30 25-Feb,16:23 25-Feb,15:35 25-Feb,17:01 25-Feb
11057,BHS,16:13 25-Feb,17:46 25-Feb,16:15 25-Feb,17:48 25-Feb
11057,GLG,16:33 25-Feb,18:05 25-Feb,16:35 25-Feb,18:07 25-Feb
11057,BAQ,16:50 25-Feb,18:26 25-Feb,16:52 25-Feb,18:28 25-Feb
11057,MABA,17:22 25-Feb,18:49 25-Feb,17:24 25-Feb,18:52 25-Feb
11057,BINA,17:50 25-Feb,19:11 25-Feb,17:55 25-Feb,19:17 25-Feb
11057,DUA,18:22 25-Feb,19:56 25-Feb,18:23 25-Feb,19:58 25-Feb
11057,LAR,18:44 25-Feb,20:24 25-Feb,18:46 25-Feb,20:27 25-Feb
11057,TBT,19:14 25-Feb,20:53 25-Feb,19:16 25-Feb,20:56 25-Feb
11057,BAB,19:36 25-Feb,21:19 25-Feb,19:38 25-Feb,21:21 25-Feb
11057,VGLB,20:20 25-Feb,21:45 25-Feb,20:28 25-Feb,21:50 25-Feb
11057,DAA,20:52 25-Feb,22:15 25-Feb,20:54 25-Feb,22:45 25-Feb
11057,DBA,21:16 25-Feb,23:08 25-Feb,21:18 25-Feb,23:10 25-Feb
11057,GWL,21:54 25-Feb,00:02 26-Feb,21:56 25-Feb,00:05 26-Feb
11057,MRA,22:28 25-Feb,00:56 26-Feb,22:30 25-Feb,00:58 26-Feb
11057,DHO,23:13 25-Feb,01:34 26-Feb,23:15 25-Feb,01:37 26-Feb
11057,AGC,23:50 25-Feb,02:24 26-Feb,23:55 25-Feb,02:29 26-Feb
11057,MTJ,00:55 26-Feb,03:25 26-Feb,01:00 26-Feb,03:28 26-Feb
11057,KSV,01:30 26-Feb,03:58 26-Feb,01:32 26-Feb,04:00 26-Feb
11057,PWL,02:30 26-Feb,05:04 26-Feb,02:32 26-Feb,05:13 26-Feb
11057,FDB,02:54 26-Feb,05:34 26-Feb,02:56 26-Feb,05:36 26-Feb
11057,NZM,03:14 26-Feb,06:06 26-Feb,03:16 26-Feb,06:09 26-Feb
11057,NDLS,03:40 26-Feb,06:31 26-Feb,03:55 26-Feb,06:53 26-Feb
11057,SZM,04:08 26-Feb,07:13 26-Feb,04:10 26-Feb,07:15 26-Feb
11057,NUR,04:28 26-Feb,07:34 26-Feb,04:30 26-Feb,07:36 26-Feb
11057,SNP,04:44 26-Feb,07:51 26-Feb,04:46 26-Feb,08:09 26-Feb
