trainCode,stationCode,expectedArrivalTime,actualArrivalTime,expectedDepartureTime,actualDepartureTime
11057,GNU,04:57 26-Feb,08:28 26-Feb,04:59 26-Feb,08:29 26-Feb
11057,SMK,05:12 26-Feb,08:39 26-Feb,05:14 26-Feb,09:06 26-Feb
11057,PNP,05:26 26-Feb,09:27 26-Feb,05:28 26-Feb,09:29 26-Feb
11057,KUN,05:52 26-Feb,10:09 26-Feb,05:54 26-Feb,10:11 26-Feb
11057,NLKR,06:05 26-Feb,10:24 26-Feb,06:07 26-Feb,10:26 26-Feb
11057,KKDE,06:21 26-Feb,10:42 26-Feb,06:23 26-Feb,10:59 26-Feb
11057,SHDM,06:41 26-Feb,11:22 26-Feb,06:43 26-Feb,11:24 26-Feb
11057,UMB,07:45 26-Feb,11:46 26-Feb,07:58 26-Feb,11:54 26-Feb
11057,UBC,08:09 26-Feb,12:07 26-Feb,08:11 26-Feb,12:10 26-Feb
11057,RPJ,08:38 26-Feb,12:30 26-Feb,08:40 26-Feb,12:35 26-Feb
11057,PTA,09:05 26-Feb,13:02 26-Feb,09:10 26-Feb,13:19 26-Feb
11057,NBA,09:39 26-Feb,13:42 26-Feb,09:41 26-Feb,13:44 26-Feb
11057,DUI,10:22 26-Feb,14:18 26-Feb,10:40 26-Feb,**UA**
11057,MET,10:58 26-Feb,**UA**,11:00 26-Feb,**UA**
11057,AHH  PF 1*,11:31 26-Feb,15:10 26-Feb*,11:33 26-Feb,15:11 26-Feb*
11057,LDH  PF 5*,12:45 26-Feb,16:10 26-Feb*,12:55 26-Feb,16:15 26-Feb*
11057,PHR  PF 3*,13:09 26-Feb,16:29 26-Feb*,13:11 26-Feb,16:30 26-Feb*
11057,PGW  PF 2*,13:43 26-Feb,17:02 26-Feb*,13:45 26-Feb,17:03 26-Feb*
11057,JRC  PF 1*,14:02 26-Feb,17:20 26-Feb*,14:04 26-Feb,17:21 26-Feb*
11057,JUC  PF 1*,14:15 26-Feb,17:30 26-Feb*,14:20 26-Feb,17:31 26-Feb*
11057,BEAS  PF 1*,14:51 26-Feb,17:58 26-Feb*,14:53 26-Feb,17:59 26-Feb*
11057,JNL  PF 1*,15:35 26-Feb,18:41 26-Feb*,15:37 26-Feb,18:42 26-Feb*
11057,ASR  PF 4*,16:15 26-Feb,19:02 26-Feb*,DSTN,DSTN
11057,CSMT,SRC,SRC,23:30 25-Feb,23:30 25-Feb
11057,DR,23:37 25-Feb,23:49 25-Feb,23:40 25-Feb,23:53 25-Feb
11057,TNA,00:02 26-Feb,00:12 26-Feb,00:05 26-Feb,00:15 26-Feb
11057,KYN,00:32 26-Feb,00:42 26-Feb,00:35 26-Feb,00:49 26-Feb
11057,KSRA,01:28 26-Feb,01:54 26-Feb,01:31 26-Feb,02:02 26-Feb
11057,NK,03:05 26-Feb,03:14 26-Feb,03:10 26-Feb,03:21 26-Feb
11057,MMR,04:07 26-Feb,04:23 26-Feb,04:10 26-Feb,04:51 26-Feb
11057,CSN,05:03 26-Feb,05:50 26-Feb,05:05 26-Feb,05:53 26-Feb
11057,PC,05:33 26-Feb,06:23 26-Feb,05:35 26-Feb,06:24 26-Feb
11057,JL,06:18 26-Feb,07:00 26-Feb,06:20 26-Feb,07:03 26-Feb
11057,BSL,06:50 26-Feb,07:27 26-Feb,06:55 26-Feb,07:33 26-Feb
11057,SAV,07:14 26-Feb,07:55 26-Feb,07:15 26-Feb,07:57 26-Feb
11057,RV,07:29 26-Feb,08:17 26-Feb,07:30 26-Feb,08:20 26-Feb
11057,BAU,07:48 26-Feb,08:36 26-Feb,07:50 26-Feb,08:39 26-Feb
11057,NPNR,08:13 26-Feb,08:58 26-Feb,08:15 26-Feb,09:00 26-Feb
11057,KNW,09:20 26-Feb,09:32 26-Feb,09:25 26-Feb,**UA**
11057,TLV,09:41 26-Feb,09:53 26-Feb,09:43 26-Feb,09:55 26-Feb
11057,CAER,10:09 26-Feb,10:17 26-Feb,10:11 26-Feb,10:19 26-Feb
11057,KKN,10:44 26-Feb,10:54 26-Feb,10:46 26-Feb,11:09 26-Feb
11057,HD,11:13 26-Feb,11:35 26-Feb,11:15 26-Feb,11:38 26-Feb
11057,TBN,11:27 26-Feb,11:51 26-Feb,11:29 26-Feb,12:07 26-Feb
11057,BPF,11:51 26-Feb,12:36 26-Feb,11:53 26-Feb,12:39 26-Feb
11057,ET,12:40 26-Feb,13:11 26-Feb,12:50 26-Feb,13:21 26-Feb
11057,NDPM,13:08 26-Feb,13:46 26-Feb,13:10 26-Feb,13:48 26-Feb
11057,BNI,13:22 26-Feb,13:58 26-Feb,13:23 26-Feb,14:00 26-Feb
11057,ODG,14:11 26-Feb,**UA**,14:13 26-Feb,**UA**
11057,MDDP,14:25 26-Feb,**UA**,14:27 26-Feb,**UA**
11057,RKMP,15:03 26-Feb,15:08 26-Feb*,15:05 26-Feb,15:09 26-Feb*
11057,BPL,15:30 26-Feb,15:30 26-Feb*,15:35 26-Feb,15:35 26-Feb*
11057,BHS,16:13 26-Feb,16:13 26-Feb*,16:15 26-Feb,16:15 26-Feb*
11057,GLG,16:33 26-Feb,16:33 26-Feb*,16:35 26-Feb,16:35 26-Feb*
11057,BAQ,16:50 26-Feb,16:50 26-Feb*,16:52 26-Feb,16:52 26-Feb*
11057,MABA,17:22 26-Feb,17:22 26-Feb*,17:24 26-Feb,17:24 26-Feb*
11057,BINA  PF 4*,17:50 26-Feb,17:50 26-Feb*,17:55 26-Feb,17:55 26-Feb*
11057,DUA,18:22 26-Feb,18:22 26-Feb*,18:23 26-Feb,18:23 26-Feb*
11057,LAR  PF 3*,18:44 26-Feb,18:44 26-Feb*,18:46 26-Feb,18:46 26-Feb*
11057,TBT  PF 1*,19:14 26-Feb,19:14 26-Feb*,19:16 26-Feb,19:16 26-Feb*
11057,BAB  PF 1*,19:36 26-Feb,19:36 26-Feb*,19:38 26-Feb,19:38 26-Feb*
11057,VGLB  PF 4*,20:20 26-Feb,20:20 26-Feb*,20:28 26-Feb,20:28 26-Feb*
11057,DAA  PF 1*,20:52 26-Feb,20:52 26-Feb*,20:54 26-Feb,20:54 26-Feb*
11057,DBA,21:16 26-Feb,21:16 26-Feb*,21:18 26-Feb,21:18 26-Feb*
11057,GWL  PF 4*,21:54 26-Feb,21:54 26-Feb*,21:56 26-Feb,21:56 26-Feb*
11057,MRA  PF 2*,22:28 26-Feb,22:28 26-Feb*,22:30 26-Feb,22:30 26-Feb*
11057,DHO  PF 1*,23:13 26-Feb,23:13 26-Feb*,23:15 26-Feb,23:15 26-Feb*
11057,AGC  PF 3*,23:50 26-Feb,23:50 26-Feb*,23:55 26-Feb,23:55 26-Feb*
11057,MTJ  PF 4*,00:55 27-Feb,00:55 27-Feb*,01:00 27-Feb,01:00 27-Feb*
11057,KSV  PF 1*,01:30 27-Feb,01:30 27-Feb*,01:32 27-Feb,01:32 27-Feb*
11057,PWL  PF 4*,02:30 27-Feb,02:30 27-Feb*,02:32 27-Feb,02:32 27-Feb*
11057,FDB  PF 2*,02:54 27-Feb,02:54 27-Feb*,02:56 27-Feb,02:56 27-Feb*
11057,NZM  PF 3*,03:14 27-Feb,03:14 27-Feb*,03:16 27-Feb,03:16 27-Feb*
11057,NDLS  PF 5*,03:40 27-Feb,03:40 27-Feb*,03:55 27-Feb,03:55 27-Feb*
11057,SZM  PF 1*,04:08 27-Feb,04:08 27-Feb*,04:10 27-Feb,04:10 27-Feb*
11057,NUR  PF 2*,04:28 27-Feb,04:28 27-Feb*,04:30 27-Feb,04:30 27-Feb*
11057,SNP  PF 2*,04:44 27-Feb,04:44 27-Feb*,04:46 27-Feb,04:46 27-Feb*
11057,GNU  PF 2*,04:57 27-Feb,04:57 27-Feb*,04:59 27-Feb,04:59 27-Feb*
11057,SMK  PF 2*,05:12 27-Feb,05:12 27-Feb*,05:14 27-Feb,05:14 27-Feb*
11057,PNP  PF 3*,05:26 27-Feb,05:26 27-Feb*,05:28 27-Feb,05:28 27-Feb*
11057,KUN  PF 2*,05:52 27-Feb,05:52 27-Feb*,05:54 27-Feb,05:54 27-Feb*
11057,NLKR  PF 2*,06:05 27-Feb,06:05 27-Feb*,06:07 27-Feb,06:07 27-Feb*
11057,KKDE  PF 1*,06:21 27-Feb,06:21 27-Feb*,06:23 27-Feb,06:23 27-Feb*
11057,SHDM  PF 2*,06:41 27-Feb,06:41 27-Feb*,06:43 27-Feb,06:43 27-Feb*
11057,UMB  PF 6*,07:45 27-Feb,07:45 27-Feb*,07:58 27-Feb,07:58 27-Feb*
11057,UBC  PF 2*,08:09 27-Feb,08:09 27-Feb*,08:11 27-Feb,08:11 27-Feb*
11057,RPJ  PF 1*,08:38 27-Feb,08:38 27-Feb*,08:40 27-Feb,08:40 27-Feb*
11057,PTA  PF 1*,09:05 27-Feb,09:05 27-Feb*,09:10 27-Feb,09:10 27-Feb*
11057,NBA  PF 1*,09:39 27-Feb,09:39 27-Feb*,09:41 27-Feb,09:41 27-Feb*
11057,DUI  PF 1*,10:22 27-Feb,10:22 27-Feb*,10:40 27-Feb,10:40 27-Feb*
11057,MET  PF 1*,10:58 27-Feb,10:58 27-Feb*,11:00 27-Feb,11:00 27-Feb*
11057,AHH  PF 1*,11:31 27-Feb,11:31 27-Feb*,11:33 27-Feb,11:33 27-Feb*
11057,LDH  PF 5*,12:45 27-Feb,12:45 27-Feb*,12:55 27-Feb,12:55 27-Feb*
11057,PHR  PF 3*,13:09 27-Feb,13:09 27-Feb*,13:11 27-Feb,13:11 27-Feb*
11057,PGW  PF 2*,13:43 27-Feb,13:43 27-Feb*,13:45 27-Feb,13:45 27-Feb*
11057,JRC  PF 1*,14:02 27-Feb,14:02 27-Feb*,14:04 27-Feb,14:04 27-Feb*
11057,JUC  PF 1*,14:15 27-Feb,14:15 27-Feb*,14:20 27-Feb,14:20 27-Feb*
11057,BEAS  PF 1*,14:51 27-Feb,14:51 27-Feb*,14:53 27-Feb,14:53 27-Feb*
11057,JNL  PF 1*,15:35 27-Feb,15:35 27-Feb*,15:37 27-Feb,15:37 27-Feb*
11057,ASR  PF 4*,16:15 27-Feb,16:15 27-Feb*,DSTN,DSTN
11057,CSMT,SRC,SRC,23:30 26-Feb,23:30 26-Feb*
11057,DR,23:37 26-Feb,23:37 26-Feb*,23:40 26-Feb,23:40 26-Feb*
11057,TNA,00:02 27-Feb,00:02 27-Feb*,00:05 27-Feb,00:05 27-Feb*
11057,KYN,00:32 27-Feb,00:32 27-Feb*,00:35 27-Feb,00:35 27-Feb*
11057,KSRA,01:28 27-Feb,01:28 27-Feb*,01:31 27-Feb,01:31 27-Feb*
11057,NK,03:05 27-Feb,03:05 27-Feb*,03:10 27-Feb,03:10 27-Feb*
11057,MMR,04:07 27-Feb,04:07 27-Feb*,04:10 27-Feb,04:10 27-Feb*
11057,CSN,05:03 27-Feb,05:03 27-Feb*,05:05 27-Feb,05:05 27-Feb*
11057,PC,05:33 27-Feb,05:33 27-Feb*,05:35 27-Feb,05:35 27-Feb*
11057,JL,06:18 27-Feb,06:18 27-Feb*,06:20 27-Feb,06:20 27-Feb*
11057,BSL,06:50 27-Feb,06:50 27-Feb*,06:55 27-Feb,06:55 27-Feb*
11057,SAV,07:14 27-Feb,07:14 27-Feb*,07:15 27-Feb,07:15 27-Feb*
11057,RV,07:29 27-Feb,07:29 27-Feb*,07:30 27-Feb,07:30 27-Feb*
11057,BAU,07:48 27-Feb,07:48 27-Feb*,07:50 27-Feb,07:50 27-Feb*
11057,NPNR,08:13 27-Feb,08:13 27-Feb*,08:15 27-Feb,08:15 27-Feb*
11057,KNW,09:20 27-Feb,09:20 27-Feb*,09:25 27-Feb,09:25 27-Feb*
11057,TLV,09:41 27-Feb,09:41 27-Feb*,09:43 27-Feb,09:43 27-Feb*
11057,CAER,10:09 27-Feb,10:09 27-Feb*,10:11 27-Feb,10:11 27-Feb*
11057,KKN,10:44 27-Feb,10:44 27-Feb*,10:46 27-Feb,10:46 27-Feb*
11057,HD,11:13 27-Feb,11:13 27-Feb*,11:15 27-Feb,11:15 27-Feb*
11057,TBN,11:27 27-Feb,11:27 27-Feb*,11:29 27-Feb,11:29 27-Feb*
11057,BPF,11:51 27-Feb,11:51 27-Feb*,11:53 27-Feb,11:53 27-Feb*
11057,ET,12:40 27-Feb,12:40 27-Feb*,12:50 27-Feb,12:50 27-Feb*
11057,NDPM,13:08 27-Feb,13:08 27-Feb*,13:10 27-Feb,13:10 27-Feb*
11057,BNI,13:22 27-Feb,13:22 27-Feb*,13:23 27-Feb,13:23 27-Feb*
11057,ODG,14:11 27-Feb,14:11 27-Feb*,14:13 27-Feb,14:13 27-Feb*
11057,MDDP,14:25 27-Feb,14:25 27-Feb*,14:27 27-Feb,14:27 27-Feb*
11057,RKMP,15:03 27-Feb,15:03 27-Feb*,15:05 27-Feb,15:05 27-Feb*
11057,BPL,15:30 27-Feb,15:30 27-Feb*,15:35 27-Feb,15:35 27-Feb*
11057,BHS,16:13 27-Feb,16:13 27-Feb*,16:15 27-Feb,16:15 27-Feb*
11057,GLG,16:33 27-Feb,16:33 27-Feb*,16:35 27-Feb,16:35 27-Feb*
11057,BAQ,16:50 27-Feb,16:50 27-Feb*,16:52 27-Feb,16:52 27-Feb*
11057,MABA,17:22 27-Feb,17:22 27-Feb*,17:24 27-Feb,17:24 27-Feb*
11057,BINA  PF 4*,17:50 27-Feb,17:50 27-Feb*,17:55 27-Feb,17:55 27-Feb*
11057,DUA,18:22 27-Feb,18:22 27-Feb*,18:23 27-Feb,18:23 27-Feb*
11057,LAR  PF 3*,18:44 27-Feb,18:44 27-Feb*,18:46 27-Feb,18:46 27-Feb*
11057,TBT  PF 1*,19:14 27-Feb,19:14 27-Feb*,19:16 27-Feb,19:16 27-Feb*
11057,BAB  PF 1*,19:36 27-Feb,19:36 27-Feb*,19:38 27-Feb,19:38 27-Feb*
11057,VGLB  PF 4*,20:20 27-Feb,20:20 27-Feb*,20:28 27-Feb,20:28 27-Feb*
11057,DAA  PF 1*,20:52 27-Feb,20:52 27-Feb*,20:54 27-Feb,20:54 27-Feb*
11057,DBA,21:16 27-Feb,21:16 27-Feb*,21:18 27-Feb,21:18 27-Feb*
11057,GWL  PF 4*,21:54 27-Feb,21:54 27-Feb*,21:56 27-Feb,21:56 27-Feb*
11057,MRA  PF 2*,22:28 27-Feb,22:28 27-Feb*,22:30 27-Feb,22:30 27-Feb*
11057,DHO  PF 1*,23:13 27-Feb,23:13 27-Feb*,23:15 27-Feb,23:15 27-Feb*
11057,AGC  PF 3*,23:50 27-Feb,23:50 27-Feb*,23:55 27-Feb,23:55 27-Feb*
11057,MTJ  PF 4*,00:55 28-Feb,00:55 28-Feb*,01:00 28-Feb,01:00 28-Feb*
11057,KSV  PF 1*,01:30 28-Feb,01:30 28-Feb*,01:32 28-Feb,01:32 28-Feb*
11057,PWL  PF 4*,02:30 28-Feb,02:30 28-Feb*,02:32 28-Feb,02:32 28-Feb*
11057,FDB  PF 2*,02:54 28-Feb,02:54 28-Feb*,02:56 28-Feb,02:56 28-Feb*
11057,NZM  PF 3*,03:14 28-Feb,03:14 28-Feb*,03:16 28-Feb,03:16 28-Feb*
11057,NDLS  PF 5*,03:40 28-Feb,03:40 28-Feb*,03:55 28-Feb,03:55 28-Feb*
11057,SZM  PF 1*,04:08 28-Feb,04:08 28-Feb*,04:10 28-Feb,04:10 28-Feb*
11057,NUR  PF 2*,04:28 28-Feb,04:28 28-Feb*,04:30 28-Feb,04:30 28-Feb*
11057,SNP  PF 2*,04:44 28-Feb,04:44 28-Feb*,04:46 28-Feb,04:46 28-Feb*
11057,GNU  PF 2*,04:57 28-Feb,04:57 28-Feb*,04:59 28-Feb,04:59 28-Feb*
11057,SMK  PF 2*,05:12 28-Feb,05:12 28-Feb*,05:14 28-Feb,05:14 28-Feb*
11057,PNP  PF 3*,05:26 28-Feb,05:26 28-Feb*,05:28 28-Feb,05:28 28-Feb*
11057,KUN  PF 2*,05:52 28-Feb,05:52 28-Feb*,05:54 28-Feb,05:54 28-Feb*
11057,NLKR  PF 2*,06:05 28-Feb,06:05 28-Feb*,06:07 28-Feb,06:07 28-Feb*
11057,KKDE  PF 1*,06:21 28-Feb,06:21 28-Feb*,06:23 28-Feb,06:23 28-Feb*
11057,SHDM  PF 2*,06:41 28-Feb,06:41 28-Feb*,06:43 28-Feb,06:43 28-Feb*
11057,UMB  PF 6*,07:45 28-Feb,07:45 28-Feb*,07:58 28-Feb,07:58 28-Feb*
11057,UBC  PF 2*,08:09 28-Feb,08:09 28-Feb*,08:11 28-Feb,08:11 28-Feb*
11057,RPJ  PF 1*,08:38 28-Feb,08:38 28-Feb*,08:40 28-Feb,08:40 28-Feb*
11057,PTA  PF 1*,09:05 28-Feb,09:05 28-Feb*,09:10 28-Feb,09:10 28-Feb*
11057,NBA  PF 1*,09:39 28-Feb,09:39 28-Feb*,09:41 28-Feb,09:41 28-Feb*
11057,DUI  PF 1*,10:22 28-Feb,10:22 28-Feb*,10:40 28-Feb,10:40 28-Feb*
11057,MET  PF 1*,10:58 28-Feb,10:58 28-Feb*,11:00 28-Feb,11:00 28-Feb*
11057,AHH  PF 1*,11:31 28-Feb,11:31 28-Feb*,11:33 28-Feb,11:33 28-Feb*
11057,LDH  PF 5*,12:45 28-Feb,12:45 28-Feb*,12:55 28-Feb,12:55 28-Feb*
11057,PHR  PF 3*,13:09 28-Feb,13:09 28-Feb*,13:11 28-Feb,13:11 28-Feb*
11057,PGW  PF 2*,13:43 28-Feb,13:43 28-Feb*,13:45 28-Feb,13:45 28-Feb*
11057,JRC  PF 1*,14:02 28-Feb,14:02 28-Feb*,14:04 28-Feb,14:04 28-Feb*
11057,JUC  PF 1*,14:15 28-Feb,14:15 28-Feb*,14:20 28-Feb,14:20 28-Feb*
11057,BEAS  PF 1*,14:51 28-Feb,14:51 28-Feb*,14:53 28-Feb,14:53 28-Feb*
11057,JNL  PF 1*,15:35 28-Feb,15:35 28-Feb*,15:37 28-Feb,15:37 28-Feb*
11057,ASR  PF 4*,16:15 28-Feb,16:15 28-Feb*,DSTN,DSTN
11057,CSMT,SRC,SRC,23:30 27-Feb,23:30 27-Feb*
11057,DR,23:37 27-Feb,23:37 27-Feb*,23:40 27-Feb,23:40 27-Feb*
11057,TNA,00:02 28-Feb,00:02 28-Feb*,00:05 28-Feb,00:05 28-Feb*
11057,KYN,00:32 28-Feb,00:32 28-Feb*,00:35 28-Feb,00:35 28-Feb*
11057,KSRA,01:28 28-Feb,01:28 28-Feb*,01:31 28-Feb,01:31 28-Feb*
11057,NK,03:05 28-Feb,03:05 28-Feb*,03:10 28-Feb,03:10 28-Feb*
11057,MMR,04:07 28-Feb,04:07 28-Feb*,04:10 28-Feb,04:10 28-Feb*
11057,CSN,05:03 28-Feb,05:03 28-Feb*,05:05 28-Feb,05:05 28-Feb*
11057,PC,05:33 28-Feb,05:33 28-Feb*,05:35 28-Feb,05:35 28-Feb*
11057,JL,06:18 28-Feb,06:18 28-Feb*,06:20 28-Feb,06:20 28-Feb*
11057,BSL,06:50 28-Feb,06:50 28-Feb*,06:55 28-Feb,06:55 28-Feb*
11057,SAV,07:14 28-Feb,07:14 28-Feb*,07:15 28-Feb,07:15 28-Feb*
11057,RV,07:29 28-Feb,07:29 28-Feb*,07:30 28-Feb,07:30 28-Feb*
11057,BAU,07:48 28-Feb,07:48 28-Feb*,07:50 28-Feb,07:50 28-Feb*
11057,NPNR,08:13 28-Feb,08:13 28-Feb*,08:15 28-Feb,08:15 28-Feb*
11057,KNW,09:20 28-Feb,09:20 28-Feb*,09:25 28-Feb,09:25 28-Feb*
11057,TLV,09:41 28-Feb,09:41 28-Feb*,09:43 28-Feb,09:43 28-Feb*
11057,CAER,10:09 28-Feb,10:09 28-Feb*,10:11 28-Feb,10:11 28-Feb*
11057,KKN,10:44 28-Feb,10:44 28-Feb*,10:46 28-Feb,10:46 28-Feb*
11057,HD,11:13 28-Feb,11:13 28-Feb*,11:15 28-Feb,11:15 28-Feb*
11057,TBN,11:27 28-Feb,11:27 28-Feb*,11:29 28-Feb,11:29 28-Feb*
11057,BPF,11:51 28-Feb,11:51 28-Feb*,11:53 28-Feb,11:53 28-Feb*
11057,ET,12:40 28-Feb,12:40 28-Feb*,12:50 28-Feb,12:50 28-Feb*
11057,NDPM,13:08 28-Feb,13:08 28-Feb*,13:10 28-Feb,13:10 28-Feb*
11057,BNI,13:22 28-Feb,13:22 28-Feb*,13:23 28-Feb,13:23 28-Feb*
11057,ODG,14:11 28-Feb,14:11 28-Feb*,14:13 28-Feb,14:13 28-Feb*
11057,MDDP,14:25 28-Feb,14:25 28-Feb*,14:27 28-Feb,14:27 28-Feb*
11057,RKMP,15:03 28-Feb,15:03 28-Feb*,15:05 28-Feb,15:05 28-Feb*
11057,BPL,15:30 28-Feb,15:30 28-Feb*,15:35 28-Feb,15:35 28-Feb*
11057,BHS,16:13 28-Feb,16:13 28-Feb*,16:15 28-Feb,16:15 28-Feb*
11057,GLG,16:33 28-Feb,16:33 28-Feb*,16:35 28-Feb,16:35 28-Feb*
11057,BAQ,16:50 28-Feb,16:50 28-Feb*,16:52 28-Feb,16:52 28-Feb*
11057,MABA,17:22 28-Feb,17:22 28-Feb*,17:24 28-Feb,17:24 28-Feb*
11057,BINA  PF 4*,17:50 28-Feb,17:50 28-Feb*,17:55 28-Feb,17:55 28-Feb*
11057,DUA,18:22 28-Feb,18:22 28-Feb*,18:23 28-Feb,18:23 28-Feb*
11057,LAR  PF 3*,18:44 28-Feb,18:44 28-Feb*,18:46 28-Feb,18:46 28-Feb*
11057,TBT  PF 1*,19:14 28-Feb,19:14 28-Feb*,19:16 28-Feb,19:16 28-Feb*
11057,BAB  PF 1*,19:36 28-Feb,19:36 28-Feb*,19:38 28-Feb,19:38 28-Feb*
11057,VGLB  PF 4*,20:20 28-Feb,20:20 28-Feb*,20:28 28-Feb,20:28 28-Feb*
11057,DAA  PF 1*,20:52 28-Feb,20:52 28-Feb*,20:54 28-Feb,20:54 28-Feb*
11057,DBA,21:16 28-Feb,21:16 28-Feb*,21:18 28-Feb,21:18 28-Feb*
11057,GWL  PF 4*,21:54 28-Feb,21:54 28-Feb*,21:56 28-Feb,21:56 28-Feb*
11057,MRA  PF 2*,22:28 28-Feb,22:28 28-Feb*,22:30 28-Feb,22:30 28-Feb*
11057,DHO  PF 1*,23:13 28-Feb,23:13 28-Feb*,23:15 28-Feb,23:15 28-Feb*
11057,AGC  PF 3*,23:50 28-Feb,23:50 28-Feb*,23:55 28-Feb,23:55 28-Feb*
11057,MTJ  PF 4*,00:55 01-Mar,00:55 01-Mar*,01:00 01-Mar,01:00 01-Mar*
11057,KSV  PF 1*,01:30 01-Mar,01:30 01-Mar*,01:32 01-Mar,01:32 01-Mar*
11057,PWL  PF 4*,02:30 01-Mar,02:30 01-Mar*,02:32 01-Mar,02:32 01-Mar*
11057,FDB  PF 2*,02:54 01-Mar,02:54 01-Mar*,02:56 01-Mar,02:56 01-Mar*
11057,NZM  PF 3*,03:14 01-Mar,03:14 01-Mar*,03:16 01-Mar,03:16 01-Mar*
11057,NDLS  PF 5*,03:40 01-Mar,03:40 01-Mar*,03:55 01-Mar,03:55 01-Mar*
11057,SZM  PF 1*,04:08 01-Mar,04:08 01-Mar*,04:10 01-Mar,04:10 01-Mar*
11057,NUR  PF 2*,04:28 01-Mar,04:28 01-Mar*,04:30 01-Mar,04:30 01-Mar*
11057,SNP  PF 2*,04:44 01-Mar,04:44 01-Mar*,04:46 01-Mar,04:46 01-Mar*
11057,GNU  PF 2*,04:57 01-Mar,04:57 01-Mar*,04:59 01-Mar,04:59 01-Mar*
11057,SMK  PF 2*,05:12 01-Mar,05:12 01-Mar*,05:14 01-Mar,05:14 01-Mar*
11057,PNP  PF 3*,05:26 01-Mar,05:26 01-Mar*,05:28 01-Mar,05:28 01-Mar*
11057,KUN  PF 2*,05:52 01-Mar,05:52 01-Mar*,05:54 01-Mar,05:54 01-Mar*
11057,NLKR  PF 2*,06:05 01-Mar,06:05 01-Mar*,06:07 01-Mar,06:07 01-Mar*
11057,KKDE  PF 1*,06:21 01-Mar,06:21 01-Mar*,06:23 01-Mar,06:23 01-Mar*
11057,SHDM  PF 2*,06:41 01-Mar,06:41 01-Mar*,06:43 01-Mar,06:43 01-Mar*
11057,UMB  PF 6*,07:45 01-Mar,07:45 01-Mar*,07:58 01-Mar,07:58 01-Mar*
11057,UBC  PF 2*,08:09 01-Mar,08:09 01-Mar*,08:11 01-Mar,08:11 01-Mar*
11057,RPJ  PF 1*,08:38 01-Mar,08:38 01-Mar*,08:40 01-Mar,08:40 01-Mar*
11057,PTA  PF 1*,09:05 01-Mar,09:05 01-Mar*,09:10 01-Mar,09:10 01-Mar*
11057,NBA  PF 1*,09:39 01-Mar,09:39 01-Mar*,09:41 01-Mar,09:41 01-Mar*
11057,DUI  PF 1*,10:22 01-Mar,10:22 01-Mar*,10:40 01-Mar,10:40 01-Mar*
11057,MET  PF 1*,10:58 01-Mar,10:58 01-Mar*,11:00 01-Mar,11:00 01-Mar*
11057,AHH  PF 1*,11:31 01-Mar,11:31 01-Mar*,11:33 01-Mar,11:33 01-Mar*
11057,LDH  PF 5*,12:45 01-Mar,12:45 01-Mar*,12:55 01-Mar,12:55 01-Mar*
11057,PHR  PF 3*,13:09 01-Mar,13:09 01-Mar*,13:11 01-Mar,13:11 01-Mar*
11057,PGW  PF 2*,13:43 01-Mar,13:43 01-Mar*,13:45 01-Mar,13:45 01-Mar*
11057,JRC  PF 1*,14:02 01-Mar,14:02 01-Mar*,14:04 01-Mar,14:04 01-Mar*
11057,JUC  PF 1*,14:15 01-Mar,14:15 01-Mar*,14:20 01-Mar,14:20 01-Mar*
11057,BEAS  PF 1*,14:51 01-Mar,14:51 01-Mar*,14:53 01-Mar,14:53 01-Mar*
11057,JNL  PF 1*,15:35 01-Mar,15:35 01-Mar*,15:37 01-Mar,15:37 01-Mar*
11057,ASR  PF 4*,16:15 01-Mar,16:15 01-Mar*,DSTN,DSTN
imaginaryTrain1,PTA,15:35 01-Mar,15:35 01-Mar*,15:37 01-Mar,15:37 01-Mar*
imaginaryTrain1,PTA,23:36 01-Mar,15:35 01-Mar*,15:37 01-Mar,15:37 01-Mar*
imaginaryTrain1,PTA,23:36 25-Feb,15:35 01-Mar*,15:37 01-Mar,15:37 01-Mar*
imaginaryTrain1,PTA,23:30 25-Feb,15:35 01-Mar*,15:37 01-Mar,15:37 01-Mar*
imaginaryTrain1,PTA,01:26 25-Feb,15:35 01-Mar*,15:37 01-Mar,15:37 01-Mar*
